"","x","y","part.a","part.b","dist","soil","ffreq"
"581",181020,332380,1,0,0.44558,"2","3"
"582",181060,332380,1,0,0.483634,"2","3"
"583",181100,332380,1,0,0.510806,"2","3"
"584",181140,332380,1,0,0.548857,"2","3"
"585",180140,332340,1,0,0,"1","1"
"586",180180,332340,1,0,0,"1","1"
"587",180220,332340,1,0,0.00135803,"1","1"
"588",180260,332340,1,0,0.0122243,"1","1"
"589",180300,332340,1,0,0.0373369,"1","1"
"590",180340,332340,1,0,0.0537889,"2","1"
"591",180380,332340,1,0,0.070355,"2","1"
"592",180420,332340,1,0,0.0921598,"2","1"
"593",180460,332340,1,0,0.113941,"2","1"
"594",180500,332340,1,0,0.135709,"2","1"
"595",180540,332340,1,0,0.157469,"2","1"
"596",180580,332340,1,0,0.179224,"2","2"
"597",180620,332340,1,0,0.200976,"2","2"
"598",180660,332340,1,0,0.222726,"2","2"
"599",180700,332340,1,0,0.244474,"2","2"
"600",180740,332340,1,0,0.26622,"2","1"
"601",180780,332340,1,0,0.29337,"2","1"
"602",180820,332340,1,0,0.320577,"2","2"
"603",180860,332340,1,0,0.342324,"2","2"
"604",180900,332340,1,0,0.374932,"2","3"
"605",180940,332340,1,0,0.402094,"2","1"
"606",180980,332340,1,0,0.429292,"2","3"
"607",181020,332340,1,0,0.4619,"2","3"
"608",181060,332340,1,0,0.489064,"2","3"
"609",181100,332340,1,0,0.527116,"2","3"
"610",181140,332340,1,0,0.543478,"2","3"
"611",180020,332300,1,0,0,"1","1"
"612",180060,332300,1,0,0,"1","1"
"613",180100,332300,1,0,0,"1","1"
"614",180140,332300,1,0,0.0122243,"1","1"
"615",180180,332300,1,0,0.0316606,"1","1"
"616",180220,332300,1,0,0.0316663,"1","1"
"617",180260,332300,1,0,0.0484884,"1","1"
"618",180300,332300,1,0,0.0593662,"1","1"
"619",180340,332300,1,0,0.081222,"2","1"
"620",180380,332300,1,0,0.0975136,"2","1"
"621",180420,332300,1,0,0.113941,"2","1"
"622",180460,332300,1,0,0.135709,"2","1"
"623",180500,332300,1,0,0.157469,"2","2"
"624",180540,332300,1,0,0.179224,"2","2"
"625",180580,332300,1,0,0.200976,"2","2"
"626",180620,332300,1,0,0.222726,"2","2"
"627",180660,332300,1,0,0.244474,"2","2"
"628",180700,332300,1,0,0.26622,"2","1"
"629",180740,332300,1,0,0.287966,"2","2"
"630",180780,332300,1,0,0.30971,"2","2"
"631",180820,332300,1,0,0.336861,"2","2"
"632",180860,332300,1,0,0.364064,"2","2"
"633",180900,332300,1,0,0.38581,"2","3"
"634",180940,332300,1,0,0.418417,"2","1"
"635",180980,332300,1,0,0.44558,"2","1"
"636",181020,332300,1,0,0.472776,"2","3"
"637",181060,332300,1,0,0.505383,"2","3"
"638",181100,332300,1,0,0.532548,"2","3"
"639",179860,332260,1,0,0,"1","1"
"640",179900,332260,1,0,0,"1","1"
"641",179940,332260,1,0,0,"1","1"
"642",179980,332260,1,0,0.0054321,"1","1"
"643",180020,332260,1,0,0.0054321,"1","1"
"644",180060,332260,1,0,0.0264645,"1","1"
"645",180100,332260,1,0,0.0316606,"1","1"
"646",180140,332260,1,0,0.0373395,"1","1"
"647",180180,332260,1,0,0.059361,"1","1"
"648",180220,332260,1,0,0.0756649,"1","1"
"649",180260,332260,1,0,0.0756869,"1","2"
"650",180300,332260,1,0,0.0921516,"1","2"
"651",180340,332260,1,0,0.103029,"2","2"
"652",180380,332260,1,0,0.124808,"2","1"
"653",180420,332260,1,0,0.141086,"2","2"
"654",180460,332260,1,0,0.157469,"2","2"
"655",180500,332260,1,0,0.179224,"2","2"
"656",180540,332260,1,0,0.200976,"2","2"
"657",180580,332260,1,0,0.222726,"2","2"
"658",180620,332260,1,0,0.244474,"2","2"
"659",180660,332260,1,0,0.26622,"2","2"
"660",180700,332260,1,0,0.287966,"2","2"
"661",180740,332260,1,0,0.30971,"2","2"
"662",180780,332260,1,0,0.331454,"2","2"
"663",180820,332260,1,0,0.353197,"2","2"
"664",180860,332260,1,0,0.38035,"2","2"
"665",180900,332260,1,0,0.40755,"2","3"
"666",180940,332260,1,0,0.429295,"2","3"
"667",180980,332260,1,0,0.4619,"2","2"
"668",181020,332260,1,0,0.489064,"2","3"
"669",181060,332260,1,0,0.516258,"2","3"
"670",181100,332260,1,0,0.543467,"2","3"
"671",179700,332220,1,0,0,"1","1"
"672",179740,332220,1,0,0,"1","1"
"673",179780,332220,1,0,0.00135803,"1","1"
"674",179820,332220,1,0,0.0054321,"1","1"
"675",179860,332220,1,0,0.0122243,"1","1"
"676",179900,332220,1,0,0.0316606,"1","1"
"677",179940,332220,1,0,0.0316606,"1","1"
"678",179980,332220,1,0,0.0373369,"1","1"
"679",180020,332220,1,0,0.0537723,"1","1"
"680",180060,332220,1,0,0.0537889,"1","1"
"681",180100,332220,1,0,0.0703333,"1","1"
"682",180140,332220,1,0,0.0756759,"1","1"
"683",180180,332220,1,0,0.0812247,"1","1"
"684",180220,332220,1,0,0.103021,"2","1"
"685",180260,332220,1,0,0.119286,"2","1"
"686",180300,332220,1,0,0.119308,"2","1"
"687",180340,332220,1,0,0.1357,"2","2"
"688",180380,332220,1,0,0.146578,"2","2"
"689",180420,332220,1,0,0.168336,"2","2"
"690",180460,332220,1,0,0.184614,"2","2"
"691",180500,332220,1,0,0.200976,"2","2"
"692",180540,332220,1,0,0.222726,"2","2"
"693",180580,332220,1,0,0.244474,"2","1"
"694",180620,332220,1,0,0.26622,"2","2"
"695",180660,332220,1,0,0.287966,"2","2"
"696",180700,332220,1,0,0.30971,"2","2"
"697",180740,332220,1,0,0.331454,"2","1"
"698",180780,332220,1,0,0.353197,"2","1"
"699",180820,332220,1,0,0.37494,"2","2"
"700",180860,332220,1,0,0.396683,"2","2"
"701",180900,332220,1,0,0.423837,"2","3"
"702",180940,332220,1,0,0.451034,"2","2"
"703",180980,332220,1,0,0.472778,"2","3"
"704",181020,332220,1,0,0.505383,"2","3"
"705",181060,332220,1,0,0.528931,"2","3"
"706",179660,332180,1,0,0,"1","1"
"707",179700,332180,1,0,0.0054321,"1","1"
"708",179740,332180,1,0,0.0264645,"1","1"
"709",179780,332180,1,0,0.0316663,"1","1"
"710",179820,332180,1,0,0.0484831,"1","1"
"711",179860,332180,1,0,0.0537778,"1","2"
"712",179900,332180,1,0,0.059361,"1","1"
"713",179940,332180,1,0,0.0756594,"1","1"
"714",179980,332180,1,0,0.0756759,"1","1"
"715",180020,332180,1,0,0.0812167,"1","1"
"716",180060,332180,1,0,0.0974916,"1","1"
"717",180100,332180,1,0,0.0975136,"1","1"
"718",180140,332180,1,0,0.113916,"1","1"
"719",180180,332180,1,0,0.119297,"1","1"
"720",180220,332180,1,0,0.12481,"2","1"
"721",180260,332180,1,0,0.14657,"2","1"
"722",180300,332180,1,0,0.162831,"2","1"
"723",180340,332180,1,0,0.162853,"2","1"
"724",180380,332180,1,0,0.179216,"2","1"
"725",180420,332180,1,0,0.190094,"2","1"
"726",180460,332180,1,0,0.211843,"2","1"
"727",180500,332180,1,0,0.228123,"2","1"
"728",180540,332180,1,0,0.244474,"2","2"
"729",180580,332180,1,0,0.26622,"2","2"
"730",180620,332180,1,0,0.287966,"2","2"
"731",180660,332180,1,0,0.30971,"2","2"
"732",180700,332180,1,0,0.331454,"2","2"
"733",180740,332180,1,0,0.353197,"2","2"
"734",180780,332180,1,0,0.37494,"2","2"
"735",180820,332180,1,0,0.396683,"2","2"
"736",180860,332180,1,0,0.418425,"2","2"
"737",180900,332180,1,0,0.440167,"2","3"
"738",180940,332180,1,0,0.467322,"2","3"
"739",180980,332180,1,0,0.494517,"2","3"
"740",181020,332180,1,0,0.516261,"2","3"
"741",181060,332180,1,0,0.543462,"2","3"
"742",179620,332140,1,0,0,"1","1"
"743",179660,332140,1,0,0.0122243,"1","1"
"744",179700,332140,1,0,0.0373369,"1","1"
"745",179740,332140,1,0,0.0537889,"1","1"
"746",179780,332140,1,0,0.0703387,"1","2"
"747",179820,332140,1,0,0.0756869,"1","1"
"748",179860,332140,1,0,0.0921353,"1","2"
"749",179900,332140,1,0,0.0975026,"1","1"
"750",179940,332140,1,0,0.103019,"1","1"
"751",179980,332140,1,0,0.119275,"1","1"
"752",180020,332140,1,0,0.119297,"1","1"
"753",180060,332140,1,0,0.124802,"1","1"
"754",180100,332140,1,0,0.141064,"1","1"
"755",180140,332140,1,0,0.141086,"1","1"
"756",180180,332140,1,0,0.157444,"1","1"
"757",180220,332140,1,0,0.162842,"2","1"
"758",180260,332140,1,0,0.168339,"2","1"
"759",180300,332140,1,0,0.190086,"2","1"
"760",180340,332140,1,0,0.206348,"2","2"
"761",180380,332140,1,0,0.20637,"2","1"
"762",180420,332140,1,0,0.222718,"2","2"
"763",180460,332140,1,0,0.233596,"2","1"
"764",180500,332140,1,0,0.255341,"2","2"
"765",180540,332140,1,0,0.271622,"2","2"
"766",180580,332140,1,0,0.287966,"2","2"
"767",180620,332140,1,0,0.30971,"2","2"
"768",180660,332140,1,0,0.331454,"2","2"
"769",180700,332140,1,0,0.353197,"2","2"
"770",180740,332140,1,0,0.37494,"2","2"
"771",180780,332140,1,0,0.396683,"2","2"
"772",180820,332140,1,0,0.418425,"2","2"
"773",180860,332140,1,0,0.440167,"2","2"
"774",180900,332140,1,0,0.461908,"2","2"
"775",180940,332140,1,0,0.48365,"2","3"
"776",180980,332140,1,0,0.510806,"2","3"
"777",181020,332140,1,0,0.536177,"2","3"
"778",179580,332100,1,0,0.0054321,"1","1"
"779",179620,332100,1,0,0.0264645,"1","1"
"780",179660,332100,1,0,0.0373395,"1","1"
"781",179700,332100,1,0,0.0593662,"1","1"
"782",179740,332100,1,0,0.081222,"1","2"
"783",179780,332100,1,0,0.0975136,"1","2"
"784",179820,332100,1,0,0.113924,"1","2"
"785",179860,332100,1,0,0.119308,"1","1"
"786",179900,332100,1,0,0.135684,"1","1"
"787",179940,332100,1,0,0.141075,"1","1"
"788",179980,332100,1,0,0.146568,"1","1"
"789",180020,332100,1,0,0.16282,"1","2"
"790",180060,332100,1,0,0.162842,"1","2"
"791",180100,332100,1,0,0.168331,"1","2"
"792",180140,332100,1,0,0.184592,"1","2"
"793",180180,332100,1,0,0.184614,"1","2"
"794",180220,332100,1,0,0.200952,"2","2"
"795",180260,332100,1,0,0.206359,"2","2"
"796",180300,332100,1,0,0.211846,"2","1"
"797",180340,332100,1,0,0.233587,"2","2"
"798",180380,332100,1,0,0.249852,"2","2"
"799",180420,332100,1,0,0.249874,"2","2"
"800",180460,332100,1,0,0.266212,"2","2"
"801",180500,332100,1,0,0.27709,"2","2"
"802",180540,332100,1,0,0.298832,"2","2"
"803",180580,332100,1,0,0.315116,"2","2"
"804",180620,332100,1,0,0.331454,"2","2"
"805",180660,332100,1,0,0.353197,"2","2"
"806",180700,332100,1,0,0.37494,"2","2"
"807",180740,332100,1,0,0.396683,"2","2"
"808",180780,332100,1,0,0.418425,"2","2"
"809",180820,332100,1,0,0.440167,"2","2"
"810",180860,332100,1,0,0.461908,"2","2"
"811",180900,332100,1,0,0.48365,"2","3"
"812",180940,332100,1,0,0.505391,"2","3"
"813",180980,332100,1,0,0.527132,"2","3"
"814",181020,332100,1,0,0.543473,"2","3"
"815",179580,332060,0,1,0.0054321,"1","1"
"816",179620,332060,1,0,0.0484831,"1","1"
"817",179660,332060,1,0,0.0703468,"1","2"
"818",179700,332060,1,0,0.0812247,"1","1"
"819",179740,332060,1,0,0.103029,"1","2"
"820",179780,332060,1,0,0.124808,"1","2"
"821",179820,332060,1,0,0.141086,"1","1"
"822",179860,332060,1,0,0.157453,"1","1"
"823",179900,332060,1,0,0.162853,"1","1"
"824",179940,332060,1,0,0.1792,"1","2"
"825",179980,332060,1,0,0.184603,"1","2"
"826",180020,332060,1,0,0.190083,"1","2"
"827",180060,332060,1,0,0.206337,"1","2"
"828",180100,332060,1,0,0.206359,"1","2"
"829",180140,332060,1,0,0.211838,"1","2"
"830",180180,332060,1,0,0.228101,"1","2"
"831",180220,332060,1,0,0.228123,"2","2"
"832",180260,332060,1,0,0.244449,"2","1"
"833",180300,332060,1,0,0.249863,"2","2"
"834",180340,332060,1,0,0.255343,"2","2"
"835",180380,332060,1,0,0.277082,"2","2"
"836",180420,332060,1,0,0.293348,"2","2"
"837",180460,332060,1,0,0.29337,"2","2"
"838",180500,332060,1,0,0.309702,"2","2"
"839",180540,332060,1,0,0.32058,"2","2"
"840",180580,332060,1,0,0.342321,"2","2"
"841",180620,332060,1,0,0.358606,"2","2"
"842",180660,332060,1,0,0.37494,"2","2"
"843",180700,332060,1,0,0.396683,"2","2"
"844",180740,332060,1,0,0.418425,"2","2"
"845",180780,332060,1,0,0.440167,"2","2"
"846",180820,332060,1,0,0.461908,"2","2"
"847",180860,332060,1,0,0.48365,"2","2"
"848",180900,332060,1,0,0.505391,"2","3"
"849",180940,332060,1,0,0.527132,"2","3"
"850",180980,332060,1,0,0.54348,"2","3"
"851",179540,332020,0,1,0,"1","1"
"852",179580,332020,0,1,0.0122243,"1","1"
"853",179620,332020,0,1,0.0537778,"1","2"
"854",179660,332020,1,0,0.0921353,"1","2"
"855",179700,332020,1,0,0.113932,"1","2"
"856",179740,332020,1,0,0.12481,"1","2"
"857",179780,332020,1,0,0.146578,"1","1"
"858",179820,332020,1,0,0.168336,"1","2"
"859",179860,332020,1,0,0.184614,"1","2"
"860",179900,332020,1,0,0.20096,"1","2"
"861",179940,332020,1,0,0.20637,"1","2"
"862",179980,332020,1,0,0.222701,"1","2"
"863",180020,332020,1,0,0.228112,"1","2"
"864",180060,332020,1,0,0.233585,"1","2"
"865",180100,332020,1,0,0.249841,"1","2"
"866",180140,332020,1,0,0.249863,"2","2"
"867",180180,332020,1,0,0.255335,"2","2"
"868",180220,332020,1,0,0.2716,"2","2"
"869",180260,332020,1,0,0.271622,"2","1"
"870",180300,332020,1,0,0.287941,"2","1"
"871",180340,332020,1,0,0.293359,"2","2"
"872",180380,332020,1,0,0.298835,"2","2"
"873",180420,332020,1,0,0.320572,"2","1"
"874",180460,332020,1,0,0.33684,"2","1"
"875",180500,332020,1,0,0.336861,"2","2"
"876",180540,332020,1,0,0.353189,"2","2"
"877",180580,332020,1,0,0.364067,"2","2"
"878",180620,332020,1,0,0.385807,"2","2"
"879",180660,332020,1,0,0.402094,"2","2"
"880",180700,332020,1,0,0.418425,"2","2"
"881",180740,332020,1,0,0.440167,"2","2"
"882",180780,332020,1,0,0.461908,"2","2"
"883",180820,332020,1,0,0.48365,"2","2"
"884",180860,332020,1,0,0.505391,"2","2"
"885",180900,332020,1,0,0.527132,"2","3"
"886",180940,332020,1,0,0.548873,"2","3"
"887",180980,332020,1,0,0.565212,"2","3"
"888",179540,331980,0,1,0,"1","1"
"889",179580,331980,0,1,0.0316606,"1","1"
"890",179620,331980,0,1,0.059361,"1","2"
"891",179660,331980,0,1,0.0975026,"1","2"
"892",179700,331980,1,0,0.135684,"1","2"
"893",179740,331980,1,0,0.157461,"1","2"
"894",179780,331980,1,0,0.168339,"1","2"
"895",179820,331980,1,0,0.190094,"1","2"
"896",179860,331980,1,0,0.211843,"1","2"
"897",179900,331980,1,0,0.228123,"1","2"
"898",179940,331980,1,0,0.244457,"1","2"
"899",179980,331980,1,0,0.249874,"1","2"
"900",180020,331980,1,0,0.266196,"1","2"
"901",180060,331980,1,0,0.271611,"2","2"
"902",180100,331980,1,0,0.277079,"2","2"
"903",180140,331980,1,0,0.293337,"2","2"
"904",180180,331980,1,0,0.293359,"2","2"
"905",180220,331980,1,0,0.298827,"2","2"
"906",180260,331980,1,0,0.315094,"2","1"
"907",180300,331980,1,0,0.315116,"2","1"
"908",180340,331980,1,0,0.331429,"2","2"
"909",180380,331980,1,0,0.336851,"2","2"
"910",180420,331980,1,0,0.342324,"2","2"
"911",180460,331980,1,0,0.364059,"2","1"
"912",180500,331980,1,0,0.380328,"2","2"
"913",180540,331980,1,0,0.38035,"2","2"
"914",180580,331980,1,0,0.396675,"2","2"
"915",180620,331980,1,0,0.407552,"2","2"
"916",180660,331980,1,0,0.429292,"2","2"
"917",180700,331980,1,0,0.44558,"2","2"
"918",180740,331980,1,0,0.461908,"2","2"
"919",180780,331980,1,0,0.48365,"2","2"
"920",180820,331980,1,0,0.505391,"2","2"
"921",180860,331980,1,0,0.527132,"2","2"
"922",180900,331980,1,0,0.548873,"2","3"
"923",180940,331980,1,0,0.56522,"2","3"
"924",179540,331940,0,1,0.0054321,"1","1"
"925",179580,331940,0,1,0.0373369,"1","1"
"926",179620,331940,0,1,0.0756759,"1","2"
"927",179660,331940,0,1,0.103024,"1","2"
"928",179700,331940,0,1,0.141075,"1","2"
"929",179740,331940,1,0,0.1792,"1","2"
"930",179780,331940,1,0,0.200968,"1","2"
"931",179820,331940,1,0,0.211846,"1","2"
"932",179860,331940,1,0,0.233596,"1","2"
"933",179900,331940,1,0,0.255341,"1","2"
"934",179940,331940,1,0,0.271622,"1","2"
"935",179980,331940,1,0,0.287949,"1","2"
"936",180020,331940,1,0,0.29337,"2","2"
"937",180060,331940,1,0,0.309686,"2","2"
"938",180100,331940,1,0,0.315105,"2","2"
"939",180140,331940,1,0,0.320569,"2","2"
"940",180180,331940,1,0,0.336829,"2","2"
"941",180220,331940,1,0,0.336851,"2","2"
"942",180260,331940,1,0,0.342316,"2","2"
"943",180300,331940,1,0,0.358584,"2","1"
"944",180340,331940,1,0,0.358606,"2","2"
"945",180380,331940,1,0,0.374916,"2","2"
"946",180420,331940,1,0,0.380339,"2","1"
"947",180460,331940,1,0,0.38581,"2","2"
"948",180500,331940,1,0,0.407544,"2","2"
"949",180540,331940,1,0,0.423815,"2","3"
"950",180580,331940,1,0,0.423837,"2","3"
"951",180620,331940,1,0,0.440159,"2","3"
"952",180660,331940,1,0,0.451037,"2","3"
"953",180700,331940,1,0,0.472776,"2","2"
"954",180740,331940,1,0,0.489064,"2","2"
"955",180780,331940,1,0,0.505391,"2","2"
"956",180820,331940,1,0,0.527132,"2","2"
"957",180860,331940,1,0,0.548873,"2","2"
"958",180900,331940,1,0,0.570614,"2","3"
"959",180940,331940,1,0,0.586952,"2","3"
"960",179500,331900,0,1,0,"1","1"
"961",179540,331900,0,1,0.0122243,"1","2"
"962",179580,331900,0,1,0.0537778,"1","2"
"963",179620,331900,0,1,0.0812194,"1","2"
"964",179660,331900,0,1,0.119297,"1","2"
"965",179700,331900,0,1,0.146573,"1","2"
"966",179740,331900,0,1,0.184603,"1","2"
"967",179780,331900,1,0,0.222701,"1","2"
"968",179820,331900,1,0,0.244466,"1","3"
"969",179860,331900,1,0,0.255343,"1","2"
"970",179900,331900,1,0,0.27709,"1","2"
"971",179940,331900,1,0,0.298832,"1","2"
"972",179980,331900,1,0,0.315116,"1","2"
"973",180020,331900,1,0,0.331438,"2","2"
"974",180060,331900,1,0,0.336861,"2","2"
"975",180100,331900,1,0,0.353173,"2","2"
"976",180140,331900,1,0,0.358595,"2","2"
"977",180180,331900,1,0,0.364056,"2","2"
"978",180220,331900,1,0,0.380317,"2","2"
"979",180260,331900,1,0,0.380339,"2","2"
"980",180300,331900,1,0,0.385802,"2","1"
"981",180340,331900,1,0,0.402072,"2","2"
"982",180380,331900,1,0,0.402094,"2","2"
"983",180420,331900,1,0,0.4184,"2","2"
"984",180460,331900,1,0,0.423826,"2","2"
"985",180500,331900,1,0,0.429295,"2","2"
"986",180540,331900,1,0,0.451028,"2","3"
"987",180580,331900,1,0,0.4673,"2","3"
"988",180620,331900,1,0,0.467322,"2","3"
"989",180660,331900,1,0,0.483642,"2","3"
"990",180700,331900,1,0,0.49452,"2","3"
"991",180740,331900,1,0,0.516258,"2","3"
"992",180780,331900,1,0,0.532548,"2","2"
"993",180820,331900,1,0,0.548873,"2","2"
"994",180860,331900,1,0,0.570614,"2","2"
"995",180900,331900,1,0,0.586959,"2","3"
"996",179500,331860,0,1,0.00135803,"1","1"
"997",179540,331860,0,1,0.0316663,"1","2"
"998",179580,331860,0,1,0.0593636,"1","2"
"999",179620,331860,0,1,0.0975026,"1","2"
"1000",179660,331860,0,1,0.124805,"1","2"
"1001",179700,331860,0,1,0.162842,"1","2"
"1002",179740,331860,0,1,0.190089,"1","3"
"1003",179780,331860,0,1,0.228112,"1","3"
"1004",179820,331860,1,0,0.266196,"1","3"
"1005",179860,331860,1,0,0.287957,"1","3"
"1006",179900,331860,1,0,0.298835,"1","2"
"1007",179940,331860,1,0,0.32058,"1","2"
"1008",179980,331860,1,0,0.342321,"2","2"
"1009",180020,331860,1,0,0.358606,"2","2"
"1010",180060,331860,1,0,0.374924,"2","2"
"1011",180100,331860,1,0,0.38035,"2","2"
"1012",180140,331860,1,0,0.396658,"2","2"
"1013",180180,331860,1,0,0.402083,"2","2"
"1014",180220,331860,1,0,0.407541,"2","2"
"1015",180260,331860,1,0,0.423804,"2","2"
"1016",180300,331860,1,0,0.423826,"2","1"
"1017",180340,331860,1,0,0.429286,"2","2"
"1018",180380,331860,1,0,0.445558,"2","2"
"1019",180420,331860,1,0,0.44558,"2","2"
"1020",180460,331860,1,0,0.461884,"2","2"
"1021",180500,331860,1,0,0.467311,"2","2"
"1022",180540,331860,1,0,0.472778,"2","3"
"1023",180580,331860,1,0,0.494511,"2","3"
"1024",180620,331860,1,0,0.510784,"2","3"
"1025",180660,331860,1,0,0.510806,"2","3"
"1026",180700,331860,1,0,0.527124,"2","3"
"1027",180740,331860,1,0,0.538002,"2","3"
"1028",180780,331860,1,0,0.55974,"2","3"
"1029",180820,331860,1,0,0.576031,"2","3"
"1030",180860,331860,1,0,0.592355,"2","3"
"1031",180900,331860,1,0,0.608691,"2","2"
"1032",179500,331820,0,1,0.0054321,"1","1"
"1033",179540,331820,0,1,0.0484831,"1","2"
"1034",179580,331820,0,1,0.0756869,"1","2"
"1035",179620,331820,0,1,0.103027,"1","2"
"1036",179660,331820,0,1,0.141075,"1","2"
"1037",179700,331820,0,1,0.168333,"1","2"
"1038",179740,331820,0,1,0.206359,"1","3"
"1039",179780,331820,0,1,0.23359,"1","3"
"1040",179820,331820,0,1,0.271611,"1","3"
"1041",179860,331820,1,0,0.309686,"1","3"
"1042",179900,331820,1,0,0.331446,"1","3"
"1043",179940,331820,1,0,0.342324,"2","2"
"1044",179980,331820,1,0,0.364067,"2","2"
"1045",180020,331820,1,0,0.385807,"2","2"
"1046",180060,331820,1,0,0.402094,"2","2"
"1047",180100,331820,1,0,0.418409,"2","2"
"1048",180140,331820,1,0,0.423837,"2","2"
"1049",180180,331820,1,0,0.440142,"2","2"
"1050",180220,331820,1,0,0.445569,"2","3"
"1051",180260,331820,1,0,0.451026,"2","2"
"1052",180300,331820,1,0,0.467289,"2","1"
"1053",180340,331820,1,0,0.467311,"2","2"
"1054",180380,331820,1,0,0.47277,"2","2"
"1055",180420,331820,1,0,0.489042,"2","2"
"1056",180460,331820,1,0,0.489064,"2","2"
"1057",180500,331820,1,0,0.505367,"2","2"
"1058",180540,331820,1,0,0.510795,"2","3"
"1059",180580,331820,1,0,0.516261,"2","3"
"1060",180620,331820,1,0,0.537994,"2","3"
"1061",180660,331820,1,0,0.554267,"2","3"
"1062",180700,331820,1,0,0.554289,"2","3"
"1063",180740,331820,1,0,0.570606,"2","3"
"1064",180780,331820,1,0,0.581484,"2","3"
"1065",180820,331820,1,0,0.603222,"2","3"
"1066",180860,331820,1,0,0.619507,"2","3"
"1067",179500,331780,0,1,0.0054321,"1","2"
"1068",179540,331780,0,1,0.0537723,"1","2"
"1069",179580,331780,0,1,0.09213,"1","2"
"1070",179620,331780,0,1,0.119308,"1","2"
"1071",179660,331780,0,1,0.146576,"1","2"
"1072",179700,331780,0,1,0.184603,"1","2"
"1073",179740,331780,0,1,0.211841,"1","3"
"1074",179780,331780,0,1,0.249863,"1","3"
"1075",179820,331780,0,1,0.277084,"1","3"
"1076",179860,331780,0,1,0.315105,"1","3"
"1077",179900,331780,1,0,0.353173,"2","3"
"1078",179940,331780,1,0,0.374932,"2","3"
"1079",179980,331780,1,0,0.38581,"2","3"
"1080",180020,331780,1,0,0.407552,"2","2"
"1081",180060,331780,1,0,0.429292,"2","2"
"1082",180100,331780,1,0,0.44558,"2","2"
"1083",180140,331780,1,0,0.461892,"2","3"
"1084",180180,331780,1,0,0.467322,"2","3"
"1085",180220,331780,1,0,0.483625,"2","3"
"1086",180260,331780,1,0,0.489053,"2","2"
"1087",180300,331780,1,0,0.494509,"2","1"
"1088",180340,331780,1,0,0.510773,"2","2"
"1089",180380,331780,1,0,0.510795,"2","2"
"1090",180420,331780,1,0,0.516253,"2","2"
"1091",180460,331780,1,0,0.532526,"2","2"
"1092",180500,331780,1,0,0.532548,"2","2"
"1093",180540,331780,1,0,0.548849,"2","3"
"1094",180580,331780,1,0,0.554278,"2","3"
"1095",180620,331780,1,0,0.559743,"2","3"
"1096",180660,331780,1,0,0.581476,"2","3"
"1097",180700,331780,1,0,0.59775,"2","3"
"1098",180740,331780,1,0,0.597772,"2","3"
"1099",180780,331780,1,0,0.614087,"2","3"
"1100",180820,331780,1,0,0.624965,"2","3"
"1101",179460,331740,0,1,0,"1","1"
"1102",179500,331740,0,1,0.0054321,"1","1"
"1103",179540,331740,0,1,0.0537723,"1","2"
"1104",179580,331740,0,1,0.0974751,"1","2"
"1105",179620,331740,0,1,0.135662,"1","2"
"1106",179660,331740,0,1,0.162853,"1","2"
"1107",179700,331740,0,1,0.190091,"1","3"
"1108",179740,331740,0,1,0.228112,"1","3"
"1109",179780,331740,0,1,0.255338,"1","3"
"1110",179820,331740,0,1,0.293359,"1","3"
"1111",179860,331740,0,1,0.320574,"2","3"
"1112",179900,331740,0,1,0.358595,"2","3"
"1113",179940,331740,1,0,0.396658,"2","3"
"1114",179980,331740,1,0,0.418417,"2","3"
"1115",180020,331740,1,0,0.429295,"2","2"
"1116",180060,331740,1,0,0.451037,"2","2"
"1117",180100,331740,1,0,0.472776,"2","3"
"1118",180140,331740,1,0,0.489064,"2","3"
"1119",180180,331740,1,0,0.505375,"2","3"
"1120",180220,331740,1,0,0.510806,"2","3"
"1121",180260,331740,1,0,0.527108,"2","2"
"1122",180300,331740,1,0,0.532537,"2","1"
"1123",180340,331740,1,0,0.537991,"2","2"
"1124",180380,331740,1,0,0.554256,"2","2"
"1125",180420,331740,1,0,0.554278,"2","3"
"1126",180460,331740,1,0,0.559735,"2","3"
"1127",180500,331740,1,0,0.576009,"2","3"
"1128",180540,331740,1,0,0.576031,"2","3"
"1129",180580,331740,1,0,0.59233,"2","3"
"1130",180620,331740,1,0,0.597761,"2","3"
"1131",180660,331740,1,0,0.603225,"2","3"
"1132",180700,331740,1,0,0.624957,"2","3"
"1133",180740,331740,1,0,0.641232,"2","3"
"1134",180780,331740,1,0,0.641254,"2","3"
"1135",180820,331740,1,0,0.65217,"2","3"
"1136",179460,331700,0,1,0,"1","1"
"1137",179500,331700,0,1,0.0264645,"1","1"
"1138",179540,331700,0,1,0.0537889,"1","2"
"1139",179580,331700,0,1,0.0974916,"1","2"
"1140",179620,331700,0,1,0.141042,"1","2"
"1141",179660,331700,0,1,0.179175,"1","2"
"1142",179700,331700,0,1,0.20637,"1","3"
"1143",179740,331700,0,1,0.233593,"1","3"
"1144",179780,331700,0,1,0.271611,"1","3"
"1145",179820,331700,0,1,0.29883,"1","3"
"1146",179860,331700,0,1,0.336851,"2","3"
"1147",179900,331700,0,1,0.364062,"2","3"
"1148",179940,331700,0,1,0.402083,"2","3"
"1149",179980,331700,1,0,0.440142,"2","3"
"1150",180020,331700,1,0,0.4619,"2","3"
"1151",180060,331700,1,0,0.472778,"2","3"
"1152",180100,331700,1,0,0.49452,"2","3"
"1153",180140,331700,1,0,0.516258,"2","3"
"1154",180180,331700,1,0,0.532548,"2","3"
